"TIME";"DESTINATION";"DESTINATION_PLANET";"CREDITS";"LOOT_TYPE";"LOOT"
"2018-11-22 16:05:11";"V Prime";"Venus";4100;"blueprint";"Dark Sword"
"2018-11-22 16:04:01";"Spear";"Mars";6800;"";""
"2018-11-22 15:49:05";"Neso";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-11-22 15:35:02";"Cerberus";"Pluto";12200;"";""
"2018-11-22 15:11:02";"Puck";"Uranus";11300;"";""
"2018-11-22 14:58:01";"Oestrus";"Eris";14000;"resource";"Salvage (300x)"
"2018-11-22 14:44:01";"Charybdis";"Sedna";14000;"miscellaneous";"150 ENDO"
"2018-11-22 14:29:01";"Sharpless";"Phobos";6800;"";""
"2018-11-22 14:22:02";"Cambria";"Earth";3500;"miscellaneous";"Stunning Speed"
"2018-11-22 14:01:02";"Sao";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-22 13:59:01";"Ludi";"Ceres";7400;"resource";"Alloy Plate (1,500x)"
"2018-11-22 13:38:02";"Keeler";"Saturn";10100;"miscellaneous";"100 ENDO"
"2018-11-22 13:29:01";"Ares";"Mars";6200;"";""
"2018-11-22 13:26:01";"Ose";"Europa";8900;"miscellaneous";"100 ENDO"
"2018-11-22 13:21:02";"Psamathe";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-22 12:56:01";"Caliban";"Uranus";10700;"miscellaneous";"150 ENDO"
"2018-11-22 12:46:01";"Mot";"Void";15200;"resource";"Morphics"
"2018-11-22 12:26:01";"Cerberus";"Pluto";14300;"resource";"Nitain Extract"
"2018-11-22 12:21:01";"Themisto";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-22 12:21:01";"Galilea";"Jupiter";8600;"blueprint";"Loki Enigma Helmet"
"2018-11-22 12:08:02";"Brugia";"Eris";13100;"";""
"2018-11-22 11:53:01";"Kelpie";"Sedna";14000;"blueprint";"Wukong Macak Helmet"
"2018-11-22 11:45:02";"Despina";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-22 11:30:02";"Calypso";"Saturn";10700;"miscellaneous";"100 ENDO"
"2018-11-22 11:13:01";"Tessera";"Venus";4100;"blueprint";"Saryn Chlora Helmet"
"2018-11-22 11:09:02";"Valefor";"Europa";9500;"blueprint";"Jaw Sword"
"2018-11-22 11:01:01";"Nereid";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-22 10:46:02";"Augustus";"Mars";6200;"";""
"2018-11-22 10:26:02";"Sharpless";"Phobos";6500;"";""
"2018-11-22 10:10:01";"Thebe";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-22 10:03:01";"Erpo";"Earth";4400;"";""
"2018-11-22 09:56:01";"Odin";"Mercury";5300;"resource";"Argon Crystal"
"2018-11-22 09:48:02";"Hydra";"Pluto";11900;"";""
"2018-11-22 09:18:02";"Elara";"Jupiter";8600;"miscellaneous";"100 ENDO"
"2018-11-22 09:16:02";"Galatea";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-22 09:16:02";"Neso";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-22 09:16:02";"Larissa";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-22 09:08:02";"Anthe";"Saturn";9800;"";""
"2018-11-22 09:08:01";"Minthe";"Pluto";0;"resource";"Detonite Injector (3x)"
"2018-11-22 09:02:01";"Salacia";"Neptune";11900;"aura";"Speed Holster"
"2018-11-22 08:45:02";"Ani";"Void";9500;"resource";"Void Traces (20x)"
"2018-11-22 08:42:01";"Ose";"Europa";9200;"";""
"2018-11-22 08:16:01";"Thon";"Ceres";7700;"resource";"Tellurium"
"2018-11-22 07:46:01";"Cambria";"Earth";3800;"miscellaneous";"80 ENDO"
"2018-11-22 07:46:01";"Naga";"Sedna";12500;"miscellaneous";"150 ENDO"
"2018-11-22 07:19:01";"Shklovsky";"Phobos";6500;"";""
"2018-11-22 07:01:02";"Cerberus";"Pluto";14900;"resource";"Nitain Extract"
"2018-11-22 06:53:01";"Caloris";"Mercury";5000;"blueprint";"Heat Sword"
"2018-11-22 06:46:01";"Triton";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-11-22 06:43:02";"Cressida";"Uranus";11000;"resource";"Neural Sensors"
"2018-11-22 06:34:02";"Io";"Jupiter";7400;"miscellaneous";"Vigor"
"2018-11-22 06:20:01";"Valefor";"Europa";8300;"";""
"2018-11-22 05:50:01";"Syrtis";"Mars";5300;"miscellaneous";"80 ENDO"
"2018-11-22 05:40:02";"Nereid";"Neptune";12200;"blueprint";"Nova Flux Helmet"
"2018-11-22 05:28:01";"Shklovsky";"Phobos";6800;"aura";"Loot Detector"
"2018-11-22 05:24:01";"Belenus";"Void";12800;"resource";"Void Traces (20x)"
"2018-11-22 05:09:01";"Cypress";"Pluto";13400;"";""
"2018-11-22 04:56:01";"Rhea";"Saturn";10400;"blueprint";"Heat Sword"
"2018-11-22 04:25:02";"Galilea";"Jupiter";8600;"";""
"2018-11-22 04:19:01";"Ishtar";"Venus";5000;"blueprint";"Forma"
"2018-11-22 04:06:01";"Oestrus";"Eris";14300;"miscellaneous";"Wildfire"
"2018-11-22 03:33:01";"Dakata";"Kuva Fortress";11600;"resource";"Synthula (5x)"
"2018-11-22 03:27:02";"Ophelia";"Uranus";11300;"blueprint";"Volt Storm Helmet"
"2018-11-22 03:26:01";"Draco";"Ceres";6800;"miscellaneous";"100 ENDO"
"2018-11-22 02:57:01";"Tiwaz";"Void";9500;"resource";"Ferrite (3,000x)"
"2018-11-22 02:51:01";"Rusalka";"Sedna";13700;"blueprint";"Pangolin Sword"
"2018-11-22 02:40:01";"Stickney";"Phobos";7400;"";""
"2018-11-22 01:51:01";"Callisto";"Jupiter";7700;"";""
"2018-11-22 01:50:01";"Keeler";"Saturn";10100;"resource";"Nitain Extract"
"2018-11-22 01:12:02";"Odin";"Mercury";5900;"miscellaneous";"80 ENDO"
"2018-11-22 01:11:01";"Cytherean";"Venus";5300;"";""
"2018-11-22 01:02:02";"Augustus";"Mars";6200;"blueprint";"Ash Scorpion Helmet"
"2018-11-22 01:00:01";"Desdemona";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-22 00:33:02";"Belenus";"Void";12200;"resource";"Void Traces (20x)"
"2018-11-22 00:05:01";"Sharpless";"Phobos";6800;"blueprint";"Scindo Dagger-axe Skin"
"2018-11-22 00:04:02";"Xini";"Eris";14600;"";""
"2018-11-22 00:00:02";"Rhea";"Saturn";10100;"";""
"2018-11-21 23:22:01";"Thebe";"Jupiter";8900;"miscellaneous";"100 ENDO"
"2018-11-21 23:16:01";"Thon";"Ceres";7700;"blueprint";"Heat Dagger"
"2018-11-21 23:09:01";"Eurasia";"Earth";3800;"";""
"2018-11-21 22:47:02";"Ares";"Mars";5900;"resource";"Polymer Bundle (300x)"
"2018-11-21 22:42:01";"Hydra";"Pluto";12800;"";""
"2018-11-21 22:32:01";"Ariel";"Uranus";10700;"blueprint";"Zephyr Cierzo Helmet"
"2018-11-21 22:13:01";"Hepit";"Void";7100;"resource";"Void Traces (20x)"
"2018-11-21 21:45:02";"Salacia";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-11-21 21:40:01";"Odin";"Mercury";5300;"resource";"Circuits (1,500x)"
"2018-11-21 21:18:01";"Elara";"Jupiter";8900;"blueprint";"Mesa Longhorn Helmet"
"2018-11-21 21:17:01";"Venera";"Venus";4400;"";""
"2018-11-21 21:12:01";"Xini";"Eris";13700;"resource";"Nitain Extract"
"2018-11-21 20:46:01";"Kappa";"Sedna";14300;"miscellaneous";"150 ENDO"
"2018-11-21 20:37:01";"Draco";"Ceres";7100;"blueprint";"Rhino Thrak Helmet"
"2018-11-21 20:34:01";"Koro";"Kuva Fortress";11900;"resource";"Synthula (5x)"
"2018-11-21 20:23:02";"Valefor";"Europa";8600;"miscellaneous";"100 ENDO"
"2018-11-21 19:46:02";"Ultor";"Mars";6200;"miscellaneous";"80 ENDO"
"2018-11-21 19:18:01";"Odin";"Mercury";5300;"";""
"2018-11-21 19:07:23";"Pallas";"Ceres";0;"resource";"Detonite Injector (3x)"
"2018-11-21 19:03:02";"Desdemona";"Uranus";11300;"resource";"Salvage (300x)"
"2018-11-21 19:03:01";"Ishtar";"Venus";5000;"blueprint";"Mag Coil Helmet"
"2018-11-21 18:49:02";"Laomedeia";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-11-21 18:27:01";"Thebe";"Jupiter";8900;"miscellaneous";"100 ENDO"
"2018-11-21 18:16:02";"Kelpie";"Sedna";14300;"";""
"2018-11-21 18:04:01";"Acheron";"Pluto";13400;"blueprint";"Fragor Brokk Skin"
"2018-11-21 17:52:02";"Thon";"Ceres";7700;"";""
"2018-11-21 17:27:01";"Abaddon";"Europa";9500;"";""
"2018-11-21 17:25:01";"Ultor";"Mars";6500;"blueprint";"Vauban Systems"
"2018-11-21 17:19:01";"Bode";"Ceres";0;"resource";"Detonite Injector (3x)"
"2018-11-21 17:18:02";"Marid";"Sedna";0;"resource";"Fieldron (3x)"
"2018-11-21 16:53:01";"Isos";"Eris";12800;"";""
"2018-11-21 16:24:01";"Odin";"Mercury";5900;"";""
"2018-11-21 15:57:02";"Sharpless";"Phobos";6500;"";""
"2018-11-21 15:40:01";"Taranis";"Void";6200;"resource";"Gallium"
"2018-11-21 15:28:01";"Despina";"Neptune";11300;"resource";"Nitain Extract"
"2018-11-21 15:25:01";"Naga";"Sedna";11900;"";""
"2018-11-21 14:50:02";"Caelus";"Uranus";10700;"miscellaneous";"Armored Agility"
"2018-11-21 14:50:01";"Thebe";"Jupiter";8600;"miscellaneous";"100 ENDO"
"2018-11-21 14:22:01";"Paimon";"Europa";9200;"";""
"2018-11-21 14:03:01";"Elion";"Mercury";5600;"resource";"Oxium (300x)"
"2018-11-21 13:52:01";"Augustus";"Mars";7100;"miscellaneous";"80 ENDO"
"2018-11-21 13:33:02";"Larissa";"Neptune";11900;"blueprint";"Vauban Chassis"
"2018-11-21 13:32:01";"Sharpless";"Phobos";6800;"miscellaneous";"Blaze"
"2018-11-21 13:28:01";"Kiste";"Ceres";6800;"miscellaneous";"100 ENDO"
"2018-11-21 12:59:02";"Montes";"Venus";4400;"";""
"2018-11-21 12:35:01";"Psamathe";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-21 12:25:01";"Mot";"Void";15200;"resource";"Void Traces (20x)"
"2018-11-21 12:02:01";"Xini";"Eris";13100;"resource";"Alloy Plate (1,500x)"
"2018-11-21 12:00:01";"Calypso";"Saturn";10100;"";""
"2018-11-21 11:54:01";"Regna";"Pluto";13700;"";""
"2018-11-21 11:32:02";"Caliban";"Uranus";11000;"resource";"Polymer Bundle (300x)"
"2018-11-21 11:05:02";"Elion";"Mercury";5300;"blueprint";"Gara Virago Helmet"
"2018-11-21 10:53:02";"Rusalka";"Sedna";13100;"";""
"2018-11-21 10:53:01";"Gulliver";"Phobos";7100;"miscellaneous";"100 ENDO"
"2018-11-21 10:52:01";"Laomedeia";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-21 10:26:02";"Larissa";"Neptune";11900;"blueprint";"Glaive"
"2018-11-21 10:16:01";"Nabuk";"Kuva Fortress";12200;"resource";"Synthula (5x)"
"2018-11-21 10:06:01";"Saxis";"Eris";14000;"resource";"Nitain Extract"
"2018-11-21 09:59:02";"Everest";"Earth";3500;"";""
"2018-11-21 09:29:01";"Cerberus";"Pluto";14300;"";""
"2018-11-21 09:20:01";"Metis";"Jupiter";8000;"";""
"2018-11-21 08:38:01";"Enceladus";"Saturn";10400;"miscellaneous";"Constitution"
"2018-11-21 08:34:02";"Ultor";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-11-21 08:21:01";"Charybdis";"Sedna";13400;"miscellaneous";"150 ENDO"
"2018-11-21 08:05:01";"Lares";"Mercury";5000;"blueprint";"Dark Sword"
"2018-11-21 07:51:01";"Nereid";"Neptune";12200;"";""
"2018-11-21 07:32:01";"Xini";"Eris";13700;"";""
"2018-11-21 07:19:01";"Sharpless";"Phobos";6500;"";""
"2018-11-21 06:49:02";"Thon";"Ceres";8000;"miscellaneous";"Stunning Speed"
"2018-11-21 06:43:01";"Montes";"Venus";4100;"blueprint";"Revenant Vania Helmet"
"2018-11-21 06:08:01";"Abaddon";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-11-21 06:00:02";"Taveuni";"Kuva Fortress";13700;"resource";"Synthula (5x)"
"2018-11-21 06:00:01";"Kappa";"Sedna";13700;"";""
"2018-11-21 05:55:02";"Titan";"Saturn";9500;"resource";"Gallium"
"2018-11-21 05:42:02";"Galilea";"Jupiter";8000;"miscellaneous";"100 ENDO"
"2018-11-21 05:09:01";"Erpo";"Earth";3200;"";""
"2018-11-21 04:56:01";"Nereid";"Neptune";11900;"";""
"2018-11-21 04:51:02";"Lares";"Mercury";5900;"miscellaneous";"80 ENDO"
"2018-11-21 04:26:02";"Isos";"Eris";13400;"resource";"Nitain Extract"
"2018-11-21 04:23:02";"Syrtis";"Mars";5600;"resource";"Control Module"
"2018-11-21 03:59:01";"Stickney";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-11-21 03:49:01";"Hydra";"Pluto";13100;"aura";"Physique"
"2018-11-21 03:35:01";"Sorath";"Europa";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-21 03:21:02";"Ariel";"Uranus";10700;"miscellaneous";"150 ENDO"
"2018-11-21 03:19:01";"Ani";"Void";10100;"resource";"Void Traces (20x)"
"2018-11-21 03:09:02";"Charybdis";"Sedna";13700;"blueprint";"Vauban Chassis"
"2018-11-21 02:45:01";"Casta";"Ceres";7400;"miscellaneous";"100 ENDO"
"2018-11-21 02:24:02";"Anthe";"Saturn";9500;"resource";"Oxium (300x)"
"2018-11-21 02:00:01";"Orias";"Europa";9200;"miscellaneous";"100 ENDO"
"2018-11-21 01:33:01";"Cambria";"Earth";3800;"";""
"2018-11-21 01:27:01";"Galilea";"Jupiter";8300;"resource";"Ferrite (3,000x)"
"2018-11-21 01:07:01";"Odin";"Mercury";5900;"";""
"2018-11-21 00:56:01";"Acheron";"Pluto";13100;"";""
"2018-11-21 00:54:01";"Despina";"Neptune";11300;"miscellaneous";"150 ENDO"
"2018-11-21 00:12:01";"Gulliver";"Phobos";7400;"blueprint";"Heat Dagger"
"2018-11-20 23:59:01";"Naeglar";"Eris";11900;"blueprint";"Jaw Sword"
"2018-11-20 23:55:01";"Alator";"Mars";6500;"";""
"2018-11-20 23:38:01";"Thon";"Ceres";7700;"miscellaneous";"100 ENDO"
"2018-11-20 23:33:02";"E Prime";"Earth";3800;"resource";"Orokin Cell"
"2018-11-20 23:31:02";"Callisto";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-20 23:31:02";"Metis";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-20 23:21:01";"Kelpie";"Sedna";14900;"resource";"Nitain Extract"
"2018-11-20 22:55:01";"Carme";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-20 22:50:02";"Orias";"Europa";9500;"blueprint";"Valkyr Bastet Helmet"
"2018-11-20 22:50:01";"Belenus";"Void";12800;"resource";"Void Traces (20x)"
"2018-11-20 22:21:01";"Telesto";"Saturn";10100;"";""
"2018-11-20 22:11:02";"Ananke";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-20 21:57:01";"Ophelia";"Uranus";11600;"";""
"2018-11-20 21:33:01";"Ananke";"Jupiter";8000;"resource";"Neural Sensors"
"2018-11-20 21:25:01";"Kala-azar";"Eris";13400;"";""
"2018-11-20 21:18:01";"Ludi";"Ceres";7700;"aura";"Rifle Amp"
"2018-11-20 21:02:01";"Elion";"Mercury";5300;"";""
"2018-11-20 20:54:02";"Skyresh";"Phobos";6500;"";""
"2018-11-20 20:42:02";"Amalthea";"Jupiter";0;"resource";"Fieldron (3x)"
"2018-11-20 20:42:01";"Themisto";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-20 20:42:01";"Carpo";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-20 20:42:01";"Augustus";"Mars";7100;"blueprint";"Limbo Magrite Helmet"
"2018-11-20 20:33:01";"Erpo";"Earth";3500;"";""
"2018-11-20 20:07:02";"Abaddon";"Europa";9500;"";""
"2018-11-20 19:58:01";"Kelpie";"Sedna";14300;"";""
"2018-11-20 19:37:01";"Telesto";"Saturn";9800;"";""
"2018-11-20 19:26:01";"Nereid";"Neptune";12200;"miscellaneous";"Hammer Shot"
"2018-11-20 19:05:01";"Ludi";"Ceres";7700;"blueprint";"Oberon Oryx Helmet"
"2018-11-20 18:53:01";"Caelus";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-20 18:24:02";"Lares";"Mercury";5600;"";""
"2018-11-20 18:21:01";"Cambria";"Earth";3500;"blueprint";"Valkyr Kara Helmet"
"2018-11-20 18:12:01";"Elara";"Jupiter";8900;"";""
"2018-11-20 18:02:02";"Aphrodite";"Venus";5000;"miscellaneous";"80 ENDO"
"2018-11-20 17:55:02";"Paimon";"Europa";0;"resource";"Fieldron (3x)"
"2018-11-20 17:51:01";"Sharpless";"Phobos";6500;"resource";"Nitain Extract"
"2018-11-20 17:42:01";"Thebe";"Jupiter";0;"resource";"Mutagen Mass"
"2018-11-20 17:23:01";"Saxis";"Eris";13700;"resource";"Tellurium"
"2018-11-20 17:14:01";"Kappa";"Sedna";13400;"";""
"2018-11-20 16:54:02";"Galatea";"Neptune";11300;"miscellaneous";"150 ENDO"
"2018-11-20 16:47:01";"Syrtis";"Mars";5900;"";""
"2018-11-20 16:31:01";"Paimon";"Europa";9200;"blueprint";"Vauban Armistice Helmet"
"2018-11-20 16:25:02";"Suisei";"Mercury";5300;"miscellaneous";"80 ENDO"
"2018-11-20 16:18:02";"Desdemona";"Uranus";10700;"aura";"Steel Charge"
"2018-11-20 16:12:01";"Outer Terminus";"Pluto";11900;"miscellaneous";"150 ENDO"
"2018-11-20 16:05:01";"Carme";"Jupiter";8300;"blueprint";"Fragor Brokk Skin"
"2018-11-20 15:33:01";"Sharpless";"Phobos";6200;"miscellaneous";"100 ENDO"
"2018-11-20 15:31:01";"Kokabiel";"Europa";0;"resource";"Fieldron (3x)"
"2018-11-20 15:12:01";"Venera";"Venus";4700;"";""
"2018-11-20 15:02:24";"Sorath";"Europa";0;"resource";"Mutagen Mass (2x)"
"2018-11-20 14:54:01";"Adaro";"Sedna";12500;"miscellaneous";"Animal Instinct"
"2018-11-20 14:40:02";"Ani";"Void";8900;"resource";"Void Traces (20x)"
"2018-11-20 14:26:01";"Abaddon";"Europa";9200;"";""
"2018-11-20 14:11:01";"Naeglar";"Eris";12500;"resource";"Argon Crystal"
"2018-11-20 14:05:02";"Ophelia";"Uranus";11600;"aura";"Rifle Scavenger"
"2018-11-20 14:00:01";"E Prime";"Earth";3200;"";""
"2018-11-20 13:37:02";"Amalthea";"Jupiter";8300;"";""
"2018-11-20 13:36:02";"Ose";"Europa";0;"resource";"Fieldron (3x)"
"2018-11-20 13:36:01";"Valefor";"Europa";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-20 13:36:01";"Orias";"Europa";0;"resource";"Fieldron (3x)"
"2018-11-20 13:22:01";"Arval";"Mars";5900;"resource";"Nitain Extract"
"2018-11-20 12:57:01";"Laomedeia";"Neptune";12200;"blueprint";"Harrow Suffragan Helmet"
"2018-11-20 12:50:01";"Venera";"Venus";5000;"";""
"2018-11-20 12:34:02";"Nuovo";"Ceres";7400;"";""
"2018-11-20 12:30:01";"Stribog";"Void";9500;"aura";"Sniper Scavenger"
"2018-11-20 12:04:02";"Shklovsky";"Phobos";6500;"";""
"2018-11-20 11:52:01";"Brugia";"Eris";13100;"";""
"2018-11-20 11:35:01";"Galilea";"Jupiter";8300;"resource";"Orokin Cell"
"2018-11-20 11:30:02";"Cypress";"Pluto";13700;"resource";"Alloy Plate (1,500x)"
"2018-11-20 11:09:01";"Morax";"Europa";0;"resource";"Fieldron (3x)"
"2018-11-20 10:56:01";"Desdemona";"Uranus";11300;"miscellaneous";"150 ENDO"
"2018-11-20 10:44:01";"Syrtis";"Mars";6500;"";""
"2018-11-20 10:40:01";"Sorath";"Europa";8600;"blueprint";"Trinity Aura Helmet"
"2018-11-20 10:13:02";"Cinxia";"Ceres";7700;"blueprint";"Atlas Shikoro Helmet"
"2018-11-20 09:56:01";"Adaro";"Sedna";13400;"resource";"Morphics"
"2018-11-20 09:34:02";"Taranis";"Void";7100;"miscellaneous";"Ice Storm"
"2018-11-20 09:28:01";"E Prime";"Earth";3200;"miscellaneous";"80 ENDO"
"2018-11-20 08:55:01";"Telesto";"Saturn";9500;"resource";"Neural Sensors"
"2018-11-20 08:54:01";"Tessera";"Venus";5300;"miscellaneous";"80 ENDO"
"2018-11-20 08:27:01";"Ariel";"Uranus";10400;"";""
"2018-11-20 08:22:02";"Roche";"Phobos";6200;"resource";"Control Module"
"2018-11-20 07:53:02";"Syrtis";"Mars";6200;"resource";"Nitain Extract"
"2018-11-20 07:50:02";"Nuovo";"Ceres";6800;"";""
"2018-11-20 07:29:01";"Hydra";"Pluto";11900;"";""
"2018-11-20 07:06:02";"Nimus";"Eris";12500;"";""
"2018-11-20 06:44:01";"Berehynia";"Sedna";14600;"";""
"2018-11-20 06:37:01";"Suisei";"Mercury";5600;"resource";"Argon Crystal"
"2018-11-20 06:18:01";"Everest";"Earth";3500;"";""
"2018-11-20 05:48:01";"Numa";"Saturn";10100;"blueprint";"Mirage Trivelin Helmet"
"2018-11-20 05:33:01";"Galatea";"Neptune";11300;"";""
"2018-11-20 05:27:02";"Hepit";"Void";6500;"resource";"Void Traces (20x)"
"2018-11-20 05:01:01";"Pago";"Kuva Fortress";12800;"resource";"Synthula (5x)"
"2018-11-20 04:57:01";"Spear";"Mars";6200;"";""
"2018-11-20 04:43:01";"Cressida";"Uranus";11300;"blueprint";"Frost Aurora Helmet"
"2018-11-20 04:28:02";"Cinxia";"Ceres";7700;"";""
"2018-11-20 04:07:01";"Galilea";"Jupiter";8300;"blueprint";"Vauban Esprit Helmet"
"2018-11-20 03:46:02";"Caloris";"Mercury";5000;"miscellaneous";"80 ENDO"
"2018-11-20 03:36:02";"Skyresh";"Phobos";6800;"blueprint";"Oberon Markhor Helmet"
"2018-11-20 03:17:02";"Ose";"Europa";8300;"";""
"2018-11-20 03:08:02";"Salacia";"Neptune";11300;"";""
"2018-11-20 02:56:01";"Numa";"Saturn";9500;"resource";"Tellurium"
"2018-11-20 02:44:02";"Ani";"Void";9200;"resource";"Neurodes"
"2018-11-20 02:28:01";"Regna";"Pluto";0;"resource";"Forma Blueprint"
"2018-11-20 02:28:01";"Oceanum";"Pluto";0;"resource";"Detonite Injector (3x)"
"2018-11-20 02:16:02";"Kelpie";"Sedna";14000;"miscellaneous";"150 ENDO"
"2018-11-20 02:15:01";"Nuovo";"Ceres";7100;"resource";"Nitain Extract"
"2018-11-20 01:53:01";"Erpo";"Earth";4400;"miscellaneous";"80 ENDO"
"2018-11-20 01:27:01";"Caloris";"Mercury";4700;"";""
"2018-11-20 01:24:01";"Cerberus";"Pluto";14000;"resource";"Orokin Cell"
"2018-11-20 01:17:01";"Linea";"Venus";5000;"miscellaneous";"80 ENDO"
"2018-11-20 01:02:01";"Nimus";"Eris";14900;"blueprint";"Vauban Chassis"
"2018-11-20 00:55:02";"Sycorax";"Uranus";10400;"blueprint";"Nyx Menticide Helmet"
"2018-11-20 00:55:01";"Ker";"Ceres";0;"resource";"Dera Vandal Stock"
"2018-11-20 00:14:01";"Spear";"Mars";5900;"";""
"2018-11-20 00:05:01";"Telesto";"Saturn";9500;"blueprint";"Saryn Hemlock Helmet"
"2018-11-19 23:58:01";"Abaddon";"Europa";9800;"";""
"2018-11-19 23:51:01";"Tethys";"Saturn";0;"resource";"Mutagen Mass"
"2018-11-19 23:21:01";"Thon";"Ceres";7700;"resource";"Circuits (1,500x)"
"2018-11-19 23:17:01";"Sharpless";"Phobos";6500;"";""
"2018-11-19 23:08:01";"Sao";"Neptune";12200;"blueprint";"Ceramic Dagger"
"2018-11-19 22:44:01";"Caloris";"Mercury";5000;"";""
"2018-11-19 22:30:01";"Galilea";"Jupiter";8000;"miscellaneous";"100 ENDO"
"2018-11-19 22:28:01";"Charybdis";"Sedna";13100;"";""
"2018-11-19 22:10:01";"Desdemona";"Uranus";10700;"aura";"EMP"
"2018-11-19 22:00:01";"Regna";"Pluto";13700;"";""
"2018-11-19 21:52:02";"Enceladus";"Saturn";10100;"";""
"2018-11-19 21:48:01";"Bode";"Ceres";7100;"resource";"Nitain Extract"
"2018-11-19 21:21:02";"Helene";"Saturn";0;"resource";"Mutagen Mass"
"2018-11-19 21:07:14";"Everest";"Earth";3800;"blueprint";"Frost Squall Helmet"
"2018-11-19 21:02:01";"Shklovsky";"Phobos";6500;"";""
"2018-11-19 20:56:01";"Naeglar";"Eris";12500;"aura";"Rejuvenation"
"2018-11-19 20:34:01";"Galilea";"Jupiter";8900;"";""
"2018-11-19 20:31:02";"Martialis";"Mars";6500;"";""
"2018-11-19 20:16:02";"Tessera";"Venus";4100;"resource";"Neural Sensors"
"2018-11-19 20:05:01";"Kelpie";"Sedna";14300;"miscellaneous";"150 ENDO"
"2018-11-19 20:00:01";"Psamathe";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-19 19:52:01";"Abaddon";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-11-19 19:42:02";"Belenus";"Void";12500;"resource";"Void Traces (20x)"
"2018-11-19 19:12:02";"Cerberus";"Pluto";14900;"blueprint";"Nova Quantum Helmet"
"2018-11-19 19:05:01";"Draco";"Ceres";6800;"resource";"Salvage (300x)"
"2018-11-19 18:47:01";"Augustus";"Mars";6800;"blueprint";"Plasma Sword"
"2018-11-19 18:40:02";"Nereid";"Neptune";12200;"miscellaneous";"150 ENDO"
"2018-11-19 18:36:01";"Laomedeia";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-19 18:05:02";"Cambria";"Earth";3800;"resource";"Neurodes"
"2018-11-19 18:03:01";"Roche";"Phobos";6500;"miscellaneous";"100 ENDO"
"2018-11-19 17:59:01";"Metis";"Jupiter";7400;"resource";"Orokin Cell"
"2018-11-19 17:41:01";"Caloris";"Mercury";5300;"";""
"2018-11-19 17:18:01";"Sycorax";"Uranus";10700;"aura";"Shotgun Scavenger"
"2018-11-19 16:53:01";"Aphrodite";"Venus";5000;"";""
"2018-11-19 16:53:01";"Valefor";"Europa";8900;"";""
"2018-11-19 16:41:02";"Isos";"Eris";12800;"resource";"Nitain Extract"
"2018-11-19 16:25:01";"Kelpie";"Sedna";14300;"resource";"Circuits (1,500x)"
"2018-11-19 16:07:02";"Bode";"Ceres";6800;"";""
"2018-11-19 15:44:02";"Syrtis";"Mars";6500;"blueprint";"Hydroid Ketos Helmet"
"2018-11-19 15:38:01";"Roche";"Phobos";6500;"";""
"2018-11-19 15:35:02";"Galatea";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-11-19 15:35:02";"Sao";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-19 15:08:01";"Galilea";"Jupiter";8600;"miscellaneous";"100 ENDO"
"2018-11-19 14:59:01";"Desdemona";"Uranus";11000;"miscellaneous";"150 ENDO"
"2018-11-19 14:46:01";"Dione";"Saturn";9500;"blueprint";"Limbo Aristeas Helmet"
"2018-11-19 14:34:02";"Despina";"Neptune";0;"resource";"Fieldron (3x)"
"2018-11-19 14:26:01";"Abaddon";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-11-19 14:25:02";"Montes";"Venus";3800;"miscellaneous";"80 ENDO"
"2018-11-19 13:50:01";"Kappa";"Sedna";14000;"";""
